img1,img2,label1,label2
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-44-20_FLAG_P_FID_1567_OID_2443g0_ctw-cf-2c-094_1719834000_1719834260_1567.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-10-53_FLAG_P_FID_322_OID_496g0_ctw-cf-1c-029_1719835800_1719835853_322.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-44-20_FLAG_P_FID_1567_OID_2443g0_ctw-cf-2c-094_1719834000_1719834260_1567.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-13-31_FLAG_P_FID_1263_OID_326g0_ctw-cf-2c-109-zone_1719835801_1719836011_1263.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-29_FLAG_P_FID_180_OID_2498g0_ctw-cf-2c-094_1719834300_1719834329_180.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-45_FLAG_P_FID_267_OID_1751g0_ctw-cf-2c-101_1719834301_1719834345_267.jpg,1,1
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-29_FLAG_P_FID_180_OID_2498g0_ctw-cf-2c-094_1719834300_1719834329_180.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-48-22_FLAG_P_FID_1210_OID_1537g0_ctw-cf-2c-103_1719834301_1719834502_1210.jpg,1,1
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-29_FLAG_P_FID_180_OID_2498g0_ctw-cf-2c-094_1719834300_1719834329_180.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-49-03_FLAG_P_FID_1464_OID_4763g0_ctw-cf-1c-033_1719834300_1719834543_1464.jpg,1,1
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-29_FLAG_P_FID_180_OID_2498g0_ctw-cf-2c-094_1719834300_1719834329_180.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-52-03_FLAG_P_FID_734_OID_6677g0_ctw-cf-2c-106_1719834601_1719834723_734.jpg,1,2
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-29_FLAG_P_FID_180_OID_2498g0_ctw-cf-2c-094_1719834300_1719834329_180.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-01-32_FLAG_P_FID_549_OID_50g0_ctw-cf-2c-102_1719835201_1719835292_549.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-29_FLAG_P_FID_180_OID_2498g0_ctw-cf-2c-094_1719834300_1719834329_180.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-03-00_FLAG_P_FID_1084_OID_239g0_ctw-cf-1c-047_1719835200_1719835380_1084.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-29_FLAG_P_FID_180_OID_2498g0_ctw-cf-2c-094_1719834300_1719834329_180.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-10-53_FLAG_P_FID_322_OID_496g0_ctw-cf-1c-029_1719835800_1719835853_322.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-29_FLAG_P_FID_180_OID_2498g0_ctw-cf-2c-094_1719834300_1719834329_180.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-13-31_FLAG_P_FID_1263_OID_326g0_ctw-cf-2c-109-zone_1719835801_1719836011_1263.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-45_FLAG_P_FID_267_OID_1751g0_ctw-cf-2c-101_1719834301_1719834345_267.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-48-22_FLAG_P_FID_1210_OID_1537g0_ctw-cf-2c-103_1719834301_1719834502_1210.jpg,1,1
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-45_FLAG_P_FID_267_OID_1751g0_ctw-cf-2c-101_1719834301_1719834345_267.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-49-03_FLAG_P_FID_1464_OID_4763g0_ctw-cf-1c-033_1719834300_1719834543_1464.jpg,1,1
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-45_FLAG_P_FID_267_OID_1751g0_ctw-cf-2c-101_1719834301_1719834345_267.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-52-03_FLAG_P_FID_734_OID_6677g0_ctw-cf-2c-106_1719834601_1719834723_734.jpg,1,2
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-45_FLAG_P_FID_267_OID_1751g0_ctw-cf-2c-101_1719834301_1719834345_267.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-01-32_FLAG_P_FID_549_OID_50g0_ctw-cf-2c-102_1719835201_1719835292_549.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-45_FLAG_P_FID_267_OID_1751g0_ctw-cf-2c-101_1719834301_1719834345_267.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-03-00_FLAG_P_FID_1084_OID_239g0_ctw-cf-1c-047_1719835200_1719835380_1084.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-45_FLAG_P_FID_267_OID_1751g0_ctw-cf-2c-101_1719834301_1719834345_267.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-10-53_FLAG_P_FID_322_OID_496g0_ctw-cf-1c-029_1719835800_1719835853_322.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-45-45_FLAG_P_FID_267_OID_1751g0_ctw-cf-2c-101_1719834301_1719834345_267.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-13-31_FLAG_P_FID_1263_OID_326g0_ctw-cf-2c-109-zone_1719835801_1719836011_1263.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-48-22_FLAG_P_FID_1210_OID_1537g0_ctw-cf-2c-103_1719834301_1719834502_1210.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-49-03_FLAG_P_FID_1464_OID_4763g0_ctw-cf-1c-033_1719834300_1719834543_1464.jpg,1,1
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-48-22_FLAG_P_FID_1210_OID_1537g0_ctw-cf-2c-103_1719834301_1719834502_1210.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-52-03_FLAG_P_FID_734_OID_6677g0_ctw-cf-2c-106_1719834601_1719834723_734.jpg,1,2
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-48-22_FLAG_P_FID_1210_OID_1537g0_ctw-cf-2c-103_1719834301_1719834502_1210.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-01-32_FLAG_P_FID_549_OID_50g0_ctw-cf-2c-102_1719835201_1719835292_549.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-48-22_FLAG_P_FID_1210_OID_1537g0_ctw-cf-2c-103_1719834301_1719834502_1210.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-03-00_FLAG_P_FID_1084_OID_239g0_ctw-cf-1c-047_1719835200_1719835380_1084.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-48-22_FLAG_P_FID_1210_OID_1537g0_ctw-cf-2c-103_1719834301_1719834502_1210.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-10-53_FLAG_P_FID_322_OID_496g0_ctw-cf-1c-029_1719835800_1719835853_322.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-48-22_FLAG_P_FID_1210_OID_1537g0_ctw-cf-2c-103_1719834301_1719834502_1210.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-13-31_FLAG_P_FID_1263_OID_326g0_ctw-cf-2c-109-zone_1719835801_1719836011_1263.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-49-03_FLAG_P_FID_1464_OID_4763g0_ctw-cf-1c-033_1719834300_1719834543_1464.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-52-03_FLAG_P_FID_734_OID_6677g0_ctw-cf-2c-106_1719834601_1719834723_734.jpg,1,2
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-49-03_FLAG_P_FID_1464_OID_4763g0_ctw-cf-1c-033_1719834300_1719834543_1464.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-01-32_FLAG_P_FID_549_OID_50g0_ctw-cf-2c-102_1719835201_1719835292_549.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-49-03_FLAG_P_FID_1464_OID_4763g0_ctw-cf-1c-033_1719834300_1719834543_1464.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-03-00_FLAG_P_FID_1084_OID_239g0_ctw-cf-1c-047_1719835200_1719835380_1084.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-49-03_FLAG_P_FID_1464_OID_4763g0_ctw-cf-1c-033_1719834300_1719834543_1464.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-10-53_FLAG_P_FID_322_OID_496g0_ctw-cf-1c-029_1719835800_1719835853_322.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-49-03_FLAG_P_FID_1464_OID_4763g0_ctw-cf-1c-033_1719834300_1719834543_1464.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-13-31_FLAG_P_FID_1263_OID_326g0_ctw-cf-2c-109-zone_1719835801_1719836011_1263.jpg,1,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-52-03_FLAG_P_FID_734_OID_6677g0_ctw-cf-2c-106_1719834601_1719834723_734.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-01-32_FLAG_P_FID_549_OID_50g0_ctw-cf-2c-102_1719835201_1719835292_549.jpg,2,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-52-03_FLAG_P_FID_734_OID_6677g0_ctw-cf-2c-106_1719834601_1719834723_734.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-03-00_FLAG_P_FID_1084_OID_239g0_ctw-cf-1c-047_1719835200_1719835380_1084.jpg,2,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-52-03_FLAG_P_FID_734_OID_6677g0_ctw-cf-2c-106_1719834601_1719834723_734.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-10-53_FLAG_P_FID_322_OID_496g0_ctw-cf-1c-029_1719835800_1719835853_322.jpg,2,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T18-52-03_FLAG_P_FID_734_OID_6677g0_ctw-cf-2c-106_1719834601_1719834723_734.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-13-31_FLAG_P_FID_1263_OID_326g0_ctw-cf-2c-109-zone_1719835801_1719836011_1263.jpg,2,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-01-32_FLAG_P_FID_549_OID_50g0_ctw-cf-2c-102_1719835201_1719835292_549.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-03-00_FLAG_P_FID_1084_OID_239g0_ctw-cf-1c-047_1719835200_1719835380_1084.jpg,3,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-01-32_FLAG_P_FID_549_OID_50g0_ctw-cf-2c-102_1719835201_1719835292_549.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-10-53_FLAG_P_FID_322_OID_496g0_ctw-cf-1c-029_1719835800_1719835853_322.jpg,3,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-01-32_FLAG_P_FID_549_OID_50g0_ctw-cf-2c-102_1719835201_1719835292_549.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-13-31_FLAG_P_FID_1263_OID_326g0_ctw-cf-2c-109-zone_1719835801_1719836011_1263.jpg,3,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-03-00_FLAG_P_FID_1084_OID_239g0_ctw-cf-1c-047_1719835200_1719835380_1084.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-10-53_FLAG_P_FID_322_OID_496g0_ctw-cf-1c-029_1719835800_1719835853_322.jpg,3,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-03-00_FLAG_P_FID_1084_OID_239g0_ctw-cf-1c-047_1719835200_1719835380_1084.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-13-31_FLAG_P_FID_1263_OID_326g0_ctw-cf-2c-109-zone_1719835801_1719836011_1263.jpg,3,3
008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-10-53_FLAG_P_FID_322_OID_496g0_ctw-cf-1c-029_1719835800_1719835853_322.jpg,008fa93b-4370-4571-bfe1-cdc04aea8ca0/2024-07-01T19-13-31_FLAG_P_FID_1263_OID_326g0_ctw-cf-2c-109-zone_1719835801_1719836011_1263.jpg,3,3
008fbb11-4089-42a6-8348-8224cb24483c/2024-07-01T11-54-56_FLAG_P_FID_1772_OID_2122g0_ctw-cf-2b-149_1719809401_1719809696_1772.jpg,008fbb11-4089-42a6-8348-8224cb24483c/2024-07-01T11-55-05_FLAG_P_FID_31_OID_1103g0_ctw-cf-2b-150_1719809701_1719809705_31.jpg,3,3
008fbb11-4089-42a6-8348-8224cb24483c/2024-07-01T11-54-56_FLAG_P_FID_1772_OID_2122g0_ctw-cf-2b-149_1719809401_1719809696_1772.jpg,008fbb11-4089-42a6-8348-8224cb24483c/2024-07-01T12-25-17_FLAG_P_FID_104_OID_714g0_ctw-cf-4b-211_1719811500_1719811517_104.jpg,3,3
008fbb11-4089-42a6-8348-8224cb24483c/2024-07-01T11-55-05_FLAG_P_FID_31_OID_1103g0_ctw-cf-2b-150_1719809701_1719809705_31.jpg,008fbb11-4089-42a6-8348-8224cb24483c/2024-07-01T12-25-17_FLAG_P_FID_104_OID_714g0_ctw-cf-4b-211_1719811500_1719811517_104.jpg,3,3
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-36-09_FLAG_P_FID_410_OID_940g0_ctw-cf-1g-078_1719837301_1719837369_410.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-39-36_FLAG_P_FID_1658_OID_4622g0_ctw-cf-2c-106_1719837300_1719837576_1658.jpg,1,1
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-36-09_FLAG_P_FID_410_OID_940g0_ctw-cf-1g-078_1719837301_1719837369_410.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-39-46_FLAG_P_FID_1720_OID_1938g0_ctw-cf-2c-091_1719837300_1719837586_1720.jpg,1,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-36-09_FLAG_P_FID_410_OID_940g0_ctw-cf-1g-078_1719837301_1719837369_410.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-42-19_FLAG_P_FID_831_OID_775g0_ctw-cf-2d-090_1719837601_1719837739_831.jpg,1,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-36-09_FLAG_P_FID_410_OID_940g0_ctw-cf-1g-078_1719837301_1719837369_410.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-42-35_FLAG_P_FID_929_OID_239g0_ctw-cf-2d-089_1719837601_1719837755_929.jpg,1,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-36-09_FLAG_P_FID_410_OID_940g0_ctw-cf-1g-078_1719837301_1719837369_410.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-51-35_FLAG_P_FID_570_OID_351g0_ctw-cf-2d-089_1719838201_1719838295_570.jpg,1,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-36-09_FLAG_P_FID_410_OID_940g0_ctw-cf-1g-078_1719837301_1719837369_410.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-52-50_FLAG_P_FID_1027_OID_2501g0_ctw-cf-2c-091_1719838200_1719838370_1027.jpg,1,1
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-39-36_FLAG_P_FID_1658_OID_4622g0_ctw-cf-2c-106_1719837300_1719837576_1658.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-39-46_FLAG_P_FID_1720_OID_1938g0_ctw-cf-2c-091_1719837300_1719837586_1720.jpg,1,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-39-36_FLAG_P_FID_1658_OID_4622g0_ctw-cf-2c-106_1719837300_1719837576_1658.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-42-19_FLAG_P_FID_831_OID_775g0_ctw-cf-2d-090_1719837601_1719837739_831.jpg,1,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-39-36_FLAG_P_FID_1658_OID_4622g0_ctw-cf-2c-106_1719837300_1719837576_1658.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-42-35_FLAG_P_FID_929_OID_239g0_ctw-cf-2d-089_1719837601_1719837755_929.jpg,1,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-39-36_FLAG_P_FID_1658_OID_4622g0_ctw-cf-2c-106_1719837300_1719837576_1658.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-51-35_FLAG_P_FID_570_OID_351g0_ctw-cf-2d-089_1719838201_1719838295_570.jpg,1,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-39-36_FLAG_P_FID_1658_OID_4622g0_ctw-cf-2c-106_1719837300_1719837576_1658.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-52-50_FLAG_P_FID_1027_OID_2501g0_ctw-cf-2c-091_1719838200_1719838370_1027.jpg,1,1
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-39-46_FLAG_P_FID_1720_OID_1938g0_ctw-cf-2c-091_1719837300_1719837586_1720.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-42-19_FLAG_P_FID_831_OID_775g0_ctw-cf-2d-090_1719837601_1719837739_831.jpg,2,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-39-46_FLAG_P_FID_1720_OID_1938g0_ctw-cf-2c-091_1719837300_1719837586_1720.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-42-35_FLAG_P_FID_929_OID_239g0_ctw-cf-2d-089_1719837601_1719837755_929.jpg,2,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-39-46_FLAG_P_FID_1720_OID_1938g0_ctw-cf-2c-091_1719837300_1719837586_1720.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-51-35_FLAG_P_FID_570_OID_351g0_ctw-cf-2d-089_1719838201_1719838295_570.jpg,2,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-39-46_FLAG_P_FID_1720_OID_1938g0_ctw-cf-2c-091_1719837300_1719837586_1720.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-52-50_FLAG_P_FID_1027_OID_2501g0_ctw-cf-2c-091_1719838200_1719838370_1027.jpg,2,1
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-42-19_FLAG_P_FID_831_OID_775g0_ctw-cf-2d-090_1719837601_1719837739_831.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-42-35_FLAG_P_FID_929_OID_239g0_ctw-cf-2d-089_1719837601_1719837755_929.jpg,2,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-42-19_FLAG_P_FID_831_OID_775g0_ctw-cf-2d-090_1719837601_1719837739_831.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-51-35_FLAG_P_FID_570_OID_351g0_ctw-cf-2d-089_1719838201_1719838295_570.jpg,2,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-42-19_FLAG_P_FID_831_OID_775g0_ctw-cf-2d-090_1719837601_1719837739_831.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-52-50_FLAG_P_FID_1027_OID_2501g0_ctw-cf-2c-091_1719838200_1719838370_1027.jpg,2,1
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-42-35_FLAG_P_FID_929_OID_239g0_ctw-cf-2d-089_1719837601_1719837755_929.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-51-35_FLAG_P_FID_570_OID_351g0_ctw-cf-2d-089_1719838201_1719838295_570.jpg,2,2
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-42-35_FLAG_P_FID_929_OID_239g0_ctw-cf-2d-089_1719837601_1719837755_929.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-52-50_FLAG_P_FID_1027_OID_2501g0_ctw-cf-2c-091_1719838200_1719838370_1027.jpg,2,1
0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-51-35_FLAG_P_FID_570_OID_351g0_ctw-cf-2d-089_1719838201_1719838295_570.jpg,0092ca64-e92d-487b-b602-7beba19e9459/2024-07-01T19-52-50_FLAG_P_FID_1027_OID_2501g0_ctw-cf-2c-091_1719838200_1719838370_1027.jpg,2,1
009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-43-58_FLAG_P_FID_1424_OID_3000g0_ctw-cf-2a-137_1719819601_1719819838_1424.jpg,009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-44-19_FLAG_P_FID_1558_OID_5261g0_ctw-cf-2b-144_1719819600_1719819859_1558.jpg,1,1
009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-43-58_FLAG_P_FID_1424_OID_3000g0_ctw-cf-2a-137_1719819601_1719819838_1424.jpg,009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-51-18_FLAG_P_FID_465_OID_2613g0_ctw-cf-1b-008_1719820201_1719820278_465.jpg,1,1
009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-43-58_FLAG_P_FID_1424_OID_3000g0_ctw-cf-2a-137_1719819601_1719819838_1424.jpg,009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-52-08_FLAG_P_FID_771_OID_2294g0_ctw-cf-2b-148_1719820200_1719820328_771.jpg,1,1
009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-43-58_FLAG_P_FID_1424_OID_3000g0_ctw-cf-2a-137_1719819601_1719819838_1424.jpg,009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T15-31-59_FLAG_P_FID_712_OID_1142g0_ctw-cf-3a-179-zone_1719822601_1719822719_712.jpg,1,2
009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-44-19_FLAG_P_FID_1558_OID_5261g0_ctw-cf-2b-144_1719819600_1719819859_1558.jpg,009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-51-18_FLAG_P_FID_465_OID_2613g0_ctw-cf-1b-008_1719820201_1719820278_465.jpg,1,1
009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-44-19_FLAG_P_FID_1558_OID_5261g0_ctw-cf-2b-144_1719819600_1719819859_1558.jpg,009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-52-08_FLAG_P_FID_771_OID_2294g0_ctw-cf-2b-148_1719820200_1719820328_771.jpg,1,1
009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-44-19_FLAG_P_FID_1558_OID_5261g0_ctw-cf-2b-144_1719819600_1719819859_1558.jpg,009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T15-31-59_FLAG_P_FID_712_OID_1142g0_ctw-cf-3a-179-zone_1719822601_1719822719_712.jpg,1,2
009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-51-18_FLAG_P_FID_465_OID_2613g0_ctw-cf-1b-008_1719820201_1719820278_465.jpg,009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-52-08_FLAG_P_FID_771_OID_2294g0_ctw-cf-2b-148_1719820200_1719820328_771.jpg,1,1
009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-51-18_FLAG_P_FID_465_OID_2613g0_ctw-cf-1b-008_1719820201_1719820278_465.jpg,009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T15-31-59_FLAG_P_FID_712_OID_1142g0_ctw-cf-3a-179-zone_1719822601_1719822719_712.jpg,1,2
009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T14-52-08_FLAG_P_FID_771_OID_2294g0_ctw-cf-2b-148_1719820200_1719820328_771.jpg,009cd559-6333-4b3e-afb3-be225c416ac3/2024-07-01T15-31-59_FLAG_P_FID_712_OID_1142g0_ctw-cf-3a-179-zone_1719822601_1719822719_712.jpg,1,2
00a84686-eac5-400e-9b99-0e6582877c63/2024-07-01T13-17-53_FLAG_P_FID_1035_OID_544g0_ctw-cf-3a-179_1719814501_1719814673_1035.jpg,00a84686-eac5-400e-9b99-0e6582877c63/2024-07-01T13-17-53_FLAG_P_FID_1036_OID_830g0_ctw-cf-3a-179-zone_1719814501_1719814673_1036.jpg,2,2
00a84686-eac5-400e-9b99-0e6582877c63/2024-07-01T13-17-53_FLAG_P_FID_1035_OID_544g0_ctw-cf-3a-179_1719814501_1719814673_1035.jpg,00a84686-eac5-400e-9b99-0e6582877c63/2024-07-01T13-19-24_FLAG_P_FID_1582_OID_369g0_ctw-cf-3c-169-zone_1719814501_1719814764_1582.jpg,2,2
00a84686-eac5-400e-9b99-0e6582877c63/2024-07-01T13-17-53_FLAG_P_FID_1036_OID_830g0_ctw-cf-3a-179-zone_1719814501_1719814673_1036.jpg,00a84686-eac5-400e-9b99-0e6582877c63/2024-07-01T13-19-24_FLAG_P_FID_1582_OID_369g0_ctw-cf-3c-169-zone_1719814501_1719814764_1582.jpg,2,2
00aad638-069c-4304-a5f3-f28eba6853e9/2024-07-01T19-40-45_FLAG_P_FID_271_OID_4787g0_ctw-cf-2c-106-down_1719837600_1719837645_271.jpg,00aad638-069c-4304-a5f3-f28eba6853e9/2024-07-01T19-49-41_FLAG_P_FID_1683_OID_4096g0_ctw-cf-3c-163_1719837901_1719838181_1683.jpg,2,3
00aad638-069c-4304-a5f3-f28eba6853e9/2024-07-01T19-40-45_FLAG_P_FID_271_OID_4787g0_ctw-cf-2c-106-down_1719837600_1719837645_271.jpg,00aad638-069c-4304-a5f3-f28eba6853e9/2024-07-01T19-50-09_FLAG_P_FID_61_OID_1825g0_ctw-cf-3b-200_1719838200_1719838209_61.jpg,2,3
